clade_or_herv,elements_within_herv_or_clade
ERV_1146995,ERV_1146995_HERVL_int_MLT2A2
ERV_1136468,ERV_1136468_HERVL_int_MLT2A2
Clade_2270,MLT2B3-1_ERVL-28_int-28_MLT2B1-10_B4-24_MLT2B4-5_MLT2D-3_MLT2C1-2_MLT2B2-1
ERV_1517684,ERV_1517684_MLT2B3_ERVL_int
Clade_2271,MLT2B1-10_ERVL-27_B4-24_int-27_MLT2B4-5_MLT2D-3_MLT2C1-2_MLT2B2-1
Clade_2272,MLT2B1-1_ERVL-2_B4-2_int-2
ERV_4186979,ERV_4186979_MLT2B1_ERVL_B4_int
ERV_1307792,ERV_1307792_ERVL_B4_int
Clade_2273,ERVL-25_int-25_MLT2B1-9_B4-22_MLT2B4-5_MLT2D-3_MLT2C1-2_MLT2B2-1
Clade_2274,ERVL-3_int-3_MLT2B1-2_B4-2
ERV_3519523,ERV_3519523_ERVL_int
Clade_2275,MLT2B1-2_ERVL-2_B4-2_int-2
ERV_3358094,ERV_3358094_MLT2B1_ERVL_B4_int
ERV_3780272,ERV_3780272_MLT2B1_ERVL_B4_int
Clade_2276,MLT2B1-7_ERVL-22_B4-20_int-22_MLT2B4-5_MLT2D-3_MLT2C1-2_MLT2B2-1
Clade_2277,MLT2B1-4_ERVL-19_B4-17_int-19_MLT2B4-5_MLT2D-3_MLT2C1-2_MLT2B2-1
Clade_2278,MLT2B1-2_ERVL-7_B4-6_int-7_MLT2B4-2
Clade_2279,MLT2B1-1_ERVL-2_B4-2_int-2
ERV_2282793,ERV_2282793_MLT2B1_ERVL_B4_int
ERV_2152214,ERV_2152214_ERVL_B4_int
Clade_2280,MLT2B1-1_ERVL-5_B4-4_int-5_MLT2B4-2
Clade_2281,MLT2B1-1_ERVL-3_B4-2_int-3_MLT2B4-1
ERV_2328571,ERV_2328571_ERVL_B4_int_MLT2B4
Clade_2282,MLT2B1-1_ERVL-2_B4-1_int-2
ERV_3569386,ERV_3569386_MLT2B1_ERVL_B4_int
ERV_2967601,ERV_2967601_ERVL_int
Clade_2283,ERVL-2_B4-2_int-2_MLT2B4-1
ERV_2234794,ERV_2234794_ERVL_B4_int_MLT2B4
ERV_2072131,ERV_2072131_ERVL_B4_int
Clade_2284,ERVL-12_B4-11_int-12_MLT2D-3_MLT2C1-2_MLT2B1-2_MLT2B2-1_MLT2B4-3
Clade_2285,ERVL-9_B4-8_int-9_MLT2D-3_MLT2C1-2_MLT2B1-1_MLT2B2-1_MLT2B4-1
Clade_2286,ERVL-7_B4-6_int-7_MLT2D-3_MLT2C1-2
ERV_2648934,ERV_2648934_ERVL_B4_int
Clade_2287,ERVL-6_B4-5_int-6_MLT2D-3_MLT2C1-2
ERV_4357325,ERV_4357325_ERVL_B4_int_MLT2D
Clade_2288,ERVL-5_B4-4_int-5_MLT2D-2_MLT2C1-2
Clade_2289,ERVL-2_B4-2_int-2_MLT2D-2
ERV_4360290,ERV_4360290_ERVL_B4_int_MLT2D
ERV_3941412,ERV_3941412_MLT2D_ERVL_B4_int
Clade_2290,MLT2C1-2_ERVL-3_B4-2_int-3
ERV_2963577,ERV_2963577_MLT2C1_ERVL_B4_int
Clade_2291,MLT2C1-1_ERVL-2_B4-1_int-2
ERV_1213663,ERV_1213663_MLT2C1_ERVL_B4_int
ERV_4358760,ERV_4358760_ERVL_int
Clade_2292,MLT2B1-1_MLT2B2-1_ERVL-2_B4-2_int-2_MLT2B4-1
ERV_1030625,ERV_1030625_MLT2B1_MLT2B2_ERVL_B4_int
ERV_2726983,ERV_2726983_MLT2B4_ERVL_B4_int
Clade_2293,ERVL-3_B4-3_int-3_MLT2B4-2_MLT2B1-1
ERV_1763741,ERV_1763741_MLT2B1_ERVL_B4_int_MLT2B4
Clade_2294,ERVL-2_B4-2_int-2_MLT2B4-1
ERV_3693062,ERV_3693062_ERVL_B4_int
ERV_3270641,ERV_3270641_ERVL_B4_int_MLT2B4
Clade_2295,MLT2B1-3_ERVL-3_B4-3_int-3
ERV_3701791,ERV_3701791_MLT2B1_ERVL_B4_int
Clade_2296,MLT2B1-2_ERVL-2_B4-2_int-2
ERV_3551861,ERV_3551861_MLT2B1_ERVL_B4_int
ERV_4054717,ERV_4054717_MLT2B1_ERVL_B4_int
Clade_2297,LOR1a-2_LOR1-2_int-3_PABL-1_B-1
ERV_4381426,ERV_4381426_LOR1a_LOR1_int
Clade_2298,LOR1a-1_LOR1-1_int-2_PABL-1_B-1
ERV_4286550,ERV_4286550_LOR1a_LOR1_int
ERV_1052796,ERV_1052796_PABL_B_int
Clade_2299,LTR3B-16_HERVK3-18_int-19_LTR3-2_-1_LTR10B1-1_HERVIP10B3-1_LTR3A-1
Clade_2300,LTR3B-16_HERVK3-16_int-17_LTR3-1_-1_LTR10B1-1_HERVIP10B3-1
ERV_4428568,ERV_4428568_LTR10B1_HERVIP10B3_int
Clade_2301,LTR3B-16_HERVK3-16_int-16_LTR3-1_-1
ERV_2970658,ERV_2970658_LTR3B_HERVK3_int
Clade_2302,LTR3B-15_HERVK3-15_int-15_LTR3-1_-1
ERV_2986209,ERV_2986209_LTR3B_HERVK3_int
Clade_2303,LTR3B-14_HERVK3-14_int-14_LTR3-1_-1
Clade_2304,LTR3B-12_HERVK3-12_int-12
Clade_2305,LTR3B-2_HERVK3-2_int-2
ERV_4432876,ERV_4432876_LTR3B_HERVK3_int
ERV_4445811,ERV_4445811_LTR3B_HERVK3_int
Clade_2306,LTR3B-10_HERVK3-10_int-10
Clade_2307,LTR3B-4_HERVK3-4_int-4
Clade_2308,LTR3B-2_HERVK3-2_int-2
ERV_4432746,ERV_4432746_LTR3B_HERVK3_int
ERV_4445892,ERV_4445892_LTR3B_HERVK3_int
Clade_2309,LTR3B-2_HERVK3-2_int-2
ERV_4443395,ERV_4443395_LTR3B_HERVK3_int
ERV_4427664,ERV_4427664_LTR3B_HERVK3_int
Clade_2310,LTR3B-6_HERVK3-6_int-6
Clade_2311,LTR3B-2_HERVK3-2_int-2
ERV_4427595,ERV_4427595_LTR3B_HERVK3_int
ERV_4443430,ERV_4443430_LTR3B_HERVK3_int
Clade_2312,LTR3B-4_HERVK3-4_int-4
ERV_4445932,ERV_4445932_LTR3B_HERVK3_int
Clade_2313,LTR3B-3_HERVK3-3_int-3
ERV_4446720,ERV_4446720_LTR3B_HERVK3_int
Clade_2314,LTR3B-2_HERVK3-2_int-2
ERV_4432672,ERV_4432672_LTR3B_HERVK3_int
ERV_4431553,ERV_4431553_LTR3B_HERVK3_int
Clade_2315,LTR3-1_HERVK3-2_int-2_LTR3B-2_-1
ERV_1903808,ERV_1903808_LTR3_HERVK3_int
ERV_1858825,ERV_1858825_LTR3B_LTR3B__HERVK3_int
Clade_2316,LTR3-1_HERVK3-2_int-2_LTR3A-1
ERV_1903352,ERV_1903352_LTR3_HERVK3_int
ERV_1871227,ERV_1871227_LTR3A_HERVK3_int
Clade_2317,HERVK14-1_int-48_HERV1-2_LTRb-1_I-2_LTR3-9_HERVK3-42_LTR3A-19_HERVI-1_LTR3B-12_-6_LTR66-1_HERVL66-1_LTR16-1_ERV3-1_16A3-1_ERVL47-1_LTR47B3-1
Clade_2318,HERVK14-1_int-46_HERV1-2_LTRb-1_I-1_LTR3-9_HERVK3-42_LTR3A-19_HERVI-1_LTR3B-12_-6_LTR66-1_HERVL66-1
Clade_2319,HERVK14-1_int-30_HERV1-2_LTRb-1_I-1_LTR3-6_HERVK3-27_LTR3A-10_HERVI-1_LTR3B-9_-4
Clade_2320,HERVK14-1_int-2_HERV1-2_LTRb-1_I-1
ERV_1221497,ERV_1221497_HERVK14_int
ERV_4358026,ERV_4358026_HERV1_LTRb_HERV1_I_int
Clade_2321,LTR3-6_HERVK3-27_int-28_LTR3A-10_HERVI-1_LTR3B-9_-4
ERV_1009097,ERV_1009097_LTR3B__HERVK3_int
Clade_2322,LTR3-6_HERVK3-26_int-27_LTR3A-10_HERVI-1_LTR3B-8_-3
ERV_2685277,ERV_2685277_LTR3B_HERVK3_int
Clade_2323,LTR3-6_HERVK3-25_int-26_LTR3A-10_HERVI-1_LTR3B-7_-3
ERV_1585426,ERV_1585426_LTR3B__HERVK3_int
Clade_2324,LTR3-6_HERVK3-24_int-25_LTR3A-10_HERVI-1_LTR3B-6_-2
Clade_2325,LTR3-4_HERVK3-17_int-18_LTR3A-10_HERVI-1
ERV_1903403,ERV_1903403_LTR3_HERVK3_int
Clade_2326,LTR3-3_HERVK3-16_int-17_LTR3A-10_HERVI-1
ERV_2991138,ERV_2991138_LTR3_HERVK3_int
Clade_2327,LTR3-2_HERVK3-15_int-16_LTR3A-10_HERVI-1
Clade_2328,LTR3-2_HERVK3-2_int-2
ERV_3333245,ERV_3333245_LTR3_HERVK3_int
ERV_3333197,ERV_3333197_LTR3_HERVK3_int
Clade_2329,HERVK3-13_int-14_LTR3A-10_HERVI-1
Clade_2330,HERVK3-2_int-2
ERV_4444522,ERV_4444522_HERVK3_int
ERV_4444505,ERV_4444505_HERVK3_int
Clade_2331,LTR3A-10_HERVK3-11_int-12_HERVI-1
ERV_1880649,ERV_1880649_LTR3A_HERVK3_int
Clade_2332,LTR3A-9_HERVK3-10_int-11_HERVI-1
ERV_3946702,ERV_3946702_LTR3A_HERVK3_int
Clade_2333,LTR3A-8_HERVK3-9_int-10_HERVI-1
Clade_2334,LTR3A-8_HERVK3-8_int-8
Clade_2335,LTR3A-5_HERVK3-5_int-5
Clade_2336,LTR3A-3_HERVK3-3_int-3
ERV_4427139,ERV_4427139_LTR3A_HERVK3_int
Clade_2337,LTR3A-2_HERVK3-2_int-2
ERV_4258386,ERV_4258386_LTR3A_HERVK3_int
ERV_1902852,ERV_1902852_LTR3A_HERVK3_int
Clade_2338,LTR3A-2_HERVK3-2_int-2
ERV_2339621,ERV_2339621_LTR3A_HERVK3_int
ERV_4248616,ERV_4248616_LTR3A_HERVK3_int
Clade_2339,LTR3A-3_HERVK3-3_int-3
ERV_3813005,ERV_3813005_LTR3A_HERVK3_int
Clade_2340,LTR3A-2_HERVK3-2_int-2
ERV_2694696,ERV_2694696_LTR3A_HERVK3_int
ERV_2532252,ERV_2532252_LTR3A_HERVK3_int
Clade_2341,HERVI-1_int-2_HERVK3-1
ERV_3923339,ERV_3923339_HERVI_int
ERV_2262272,ERV_2262272_HERVK3_int
Clade_2342,LTR3B-6_HERVK3-7_int-7_-2_LTR3-2
Clade_2343,LTR3B-3_HERVK3-3_int-3
ERV_4404555,ERV_4404555_LTR3B_HERVK3_int
Clade_2344,LTR3B-2_HERVK3-2_int-2
ERV_4427939,ERV_4427939_LTR3B_HERVK3_int
ERV_4443223,ERV_4443223_LTR3B_HERVK3_int
Clade_2345,LTR3B-3_-2_HERVK3-4_int-4_LTR3-2
Clade_2346,LTR3B-3_-2_HERVK3-2_int-2
ERV_1507715,ERV_1507715_LTR3B__HERVK3_int
ERV_1434576,ERV_1434576_LTR3B_LTR3B__HERVK3_int
Clade_2347,LTR3-2_HERVK3-2_int-2
ERV_3329145,ERV_3329145_LTR3_HERVK3_int
ERV_1859582,ERV_1859582_LTR3_HERVK3_int
Clade_2348,LTR66-1_HERVL66-1_int-16_LTR3B-3_HERVK3-15_-2_LTR3A-9_LTR3-3
ERV_1882228,ERV_1882228_LTR66_HERVL66_int
Clade_2349,LTR3B-3_HERVK3-15_int-15_-2_LTR3A-9_LTR3-3
Clade_2350,LTR3B-3_HERVK3-3_int-3_-2
ERV_1821938,ERV_1821938_LTR3B_HERVK3_int
Clade_2351,LTR3B-2_-2_HERVK3-2_int-2
ERV_3242035,ERV_3242035_LTR3B__HERVK3_int
ERV_3216055,ERV_3216055_LTR3B__HERVK3_int
Clade_2352,LTR3A-9_HERVK3-12_int-12_LTR3-3
Clade_2353,LTR3A-7_HERVK3-10_int-10_LTR3-3
ERV_1135179,ERV_1135179_LTR3A_HERVK3_int
Clade_2354,LTR3A-6_HERVK3-9_int-9_LTR3-3
Clade_2355,LTR3A-6_HERVK3-6_int-6
ERV_1170686,ERV_1170686_LTR3A_HERVK3_int
Clade_2356,LTR3A-5_HERVK3-5_int-5
ERV_4358467,ERV_4358467_LTR3A_HERVK3_int
Clade_2357,LTR3A-4_HERVK3-4_int-4
Clade_2358,LTR3A-2_HERVK3-2_int-2
ERV_3072093,ERV_3072093_LTR3A_HERVK3_int
ERV_2198730,ERV_2198730_LTR3A_HERVK3_int
Clade_2359,LTR3A-2_HERVK3-2_int-2
ERV_1852367,ERV_1852367_LTR3A_HERVK3_int
ERV_2504151,ERV_2504151_LTR3A_HERVK3_int
Clade_2360,LTR3-3_HERVK3-3_int-3
ERV_1871469,ERV_1871469_LTR3_HERVK3_int
Clade_2361,LTR3-2_HERVK3-2_int-2
ERV_1868862,ERV_1868862_LTR3_HERVK3_int
ERV_1824014,ERV_1824014_LTR3_HERVK3_int
Clade_2362,LTR3A-2_HERVK3-2_int-2
ERV_3108417,ERV_3108417_LTR3A_HERVK3_int
ERV_1902853,ERV_1902853_LTR3A_HERVK3_int
Clade_2363,LTR16-1_ERV3-1_16A3-1_I-1_int-2_ERVL47-1_LTR47B3-1
ERV_1672727,ERV_1672727_LTR16_ERV3_16A3_I_int
ERV_2166403,ERV_2166403_ERVL47_int_LTR47B3
Clade_2364,HERV4-5_I-5_int-23_MER51E-1_MER51A-4_ERVL-1_B4-1_HERVS71-1_LTR6A-1_HERVK14-1_LTR14C-10_HERVK14C-10_MER66-3_MER66D-3_HERVIP10B3-1_HERVIP10F-1
Clade_2365,HERV4-5_I-5_int-5_MER51E-1_MER51A-4
ERV_4006069,ERV_4006069_HERV4_I_int_MER51E
Clade_2366,HERV4-4_I-4_int-4_MER51A-4
ERV_2875093,ERV_2875093_HERV4_I_int_MER51A
Clade_2367,HERV4-3_I-3_int-3_MER51A-3
ERV_4195481,ERV_4195481_HERV4_I_int_MER51A
Clade_2368,HERV4-2_I-2_int-2_MER51A-2
ERV_3289760,ERV_3289760_HERV4_I_int_MER51A
ERV_1632270,ERV_1632270_HERV4_I_int_MER51A
Clade_2369,ERVL-1_B4-1_int-18_HERVS71-1_LTR6A-1_HERVK14-1_LTR14C-10_HERVK14C-10_MER66-3_MER66D-3_HERVIP10B3-1_HERVIP10F-1
Clade_2370,ERVL-1_B4-1_int-16_HERVS71-1_LTR6A-1_HERVK14-1_LTR14C-10_HERVK14C-10_MER66-3_MER66D-3
Clade_2371,ERVL-1_B4-1_int-13_HERVS71-1_LTR6A-1_HERVK14-1_LTR14C-10_HERVK14C-10
Clade_2372,ERVL-1_B4-1_int-2_HERVS71-1_LTR6A-1
ERV_2018155,ERV_2018155_ERVL_B4_int
ERV_3946606,ERV_3946606_HERVS71_int_LTR6A
Clade_2373,HERVK14-1_int-11_LTR14C-10_HERVK14C-10
ERV_3858065,ERV_3858065_HERVK14_int
Clade_2374,LTR14C-10_HERVK14C-10_int-10
ERV_3946614,ERV_3946614_LTR14C_HERVK14C_int
Clade_2375,LTR14C-9_HERVK14C-9_int-9
ERV_4420696,ERV_4420696_LTR14C_HERVK14C_int
Clade_2376,LTR14C-8_HERVK14C-8_int-8
ERV_3457964,ERV_3457964_LTR14C_HERVK14C_int
Clade_2377,LTR14C-7_HERVK14C-7_int-7
ERV_3041619,ERV_3041619_LTR14C_HERVK14C_int
Clade_2378,LTR14C-6_HERVK14C-6_int-6
ERV_1048876,ERV_1048876_LTR14C_HERVK14C_int
Clade_2379,LTR14C-5_HERVK14C-5_int-5
Clade_2380,LTR14C-3_HERVK14C-3_int-3
ERV_1982578,ERV_1982578_LTR14C_HERVK14C_int
Clade_2381,LTR14C-2_HERVK14C-2_int-2
ERV_1496823,ERV_1496823_LTR14C_HERVK14C_int
ERV_3919348,ERV_3919348_LTR14C_HERVK14C_int
Clade_2382,LTR14C-2_HERVK14C-2_int-2
ERV_1354728,ERV_1354728_LTR14C_HERVK14C_int
ERV_3946624,ERV_3946624_LTR14C_HERVK14C_int
Clade_2383,MER66-3_int-3_MER66D-3
ERV_3665586,ERV_3665586_MER66_int_MER66D
Clade_2384,MER66-2_int-2_MER66D-2
ERV_2298105,ERV_2298105_MER66_int_MER66D
ERV_4147261,ERV_4147261_MER66_int_MER66D
Clade_2385,HERVIP10B3-1_int-2_HERVIP10F-1
ERV_2731806,ERV_2731806_HERVIP10B3_int
ERV_1894162,ERV_1894162_HERVIP10F_int
Clade_2386,HERVL18-1_int-3_LTR18A-1_LTR52-4
ERV_1212551,ERV_1212551_HERVL18_int_LTR18A
Clade_2387,LTR52-4_int-2
ERV_1662538,ERV_1662538_LTR52_LTR52_int
ERV_4401954,ERV_4401954_LTR52_LTR52_int
Clade_2388,HERVS71-12_int-12_LTR6B-10_LTR6A-2
Clade_2389,HERVS71-10_int-10_LTR6B-10
ERV_1888144,ERV_1888144_HERVS71_int_LTR6B
Clade_2390,HERVS71-9_int-9_LTR6B-9
Clade_2391,HERVS71-6_int-6_LTR6B-6
ERV_2743701,ERV_2743701_HERVS71_int_LTR6B
Clade_2392,HERVS71-5_int-5_LTR6B-5
ERV_2948044,ERV_2948044_HERVS71_int_LTR6B
Clade_2393,HERVS71-4_int-4_LTR6B-4
Clade_2394,HERVS71-2_int-2_LTR6B-2
ERV_3798846,ERV_3798846_HERVS71_int_LTR6B
ERV_3926089,ERV_3926089_HERVS71_int_LTR6B
Clade_2395,HERVS71-2_int-2_LTR6B-2
ERV_2794437,ERV_2794437_HERVS71_int_LTR6B
ERV_3700174,ERV_3700174_HERVS71_int_LTR6B
Clade_2396,HERVS71-3_int-3_LTR6B-3
ERV_2794807,ERV_2794807_HERVS71_int_LTR6B
Clade_2397,HERVS71-2_int-2_LTR6B-2
ERV_2599211,ERV_2599211_HERVS71_int_LTR6B
ERV_2715419,ERV_2715419_HERVS71_int_LTR6B
Clade_2398,HERVS71-2_int-2_LTR6A-2
ERV_1510428,ERV_1510428_HERVS71_int_LTR6A
ERV_1726696,ERV_1726696_HERVS71_int_LTR6A
Clade_2399,HERVFH21-1_int-8_LTR21B-1_HERV-12_Fc2-2_LTR-1_Fc1-10_LTR1-4_MER57E3-1_LTR3-1_HERVFH19-1
ERV_4189940,ERV_4189940_HERVFH19_int
Clade_2400,HERVFH21-1_int-7_LTR21B-1_HERV-12_Fc2-2_LTR-1_Fc1-10_LTR1-4_MER57E3-1_LTR3-1
ERV_4440697,ERV_4440697_HERVFH21_int_LTR21B
Clade_2401,HERV-12_Fc2-2_LTR-1_int-6_Fc1-10_LTR1-4_MER57E3-1_LTR3-1
ERV_4273783,ERV_4273783_HERV_Fc2_LTR_HERV_Fc2_int
Clade_2402,HERV-10_Fc1-10_int-5_LTR1-4_MER57E3-1_LTR3-1
Clade_2403,HERV-4_Fc1-4_int-2_LTR1-2_MER57E3-1
ERV_4443554,ERV_4443554_HERV_Fc1_int_HERV_Fc1_LTR1
ERV_4427369,ERV_4427369_MER57E3_HERV_Fc1_int_HERV_Fc1_LTR1
Clade_2404,HERV-6_Fc1-6_int-3_LTR3-1_LTR1-2
ERV_2168972,ERV_2168972_HERV_Fc1_int_HERV_Fc1_LTR3
Clade_2405,HERV-4_Fc1-4_int-2_LTR1-2
ERV_3789618,ERV_3789618_HERV_Fc1_int_HERV_Fc1_LTR1
ERV_3731451,ERV_3731451_HERV_Fc1_int_HERV_Fc1_LTR1
Clade_2406,HERVH-3_int-3_LTR7B-1_LTR7-2
ERV_1280411,ERV_1280411_HERVH_int_LTR7B
Clade_2407,LTR7-2_HERVH-2_int-2
ERV_4407739,ERV_4407739_LTR7_HERVH_int
ERV_3467458,ERV_3467458_LTR7_HERVH_int
Clade_2408,LTR7-8_HERVH-9_int-9
ERV_4405866,ERV_4405866_LTR7_HERVH_int
Clade_2409,LTR7-7_HERVH-8_int-8
ERV_4444465,ERV_4444465_LTR7_HERVH_int
Clade_2410,LTR7-6_HERVH-7_int-7
ERV_3678068,ERV_3678068_HERVH_int
Clade_2411,LTR7-6_HERVH-6_int-6
ERV_3879479,ERV_3879479_LTR7_HERVH_int
Clade_2412,LTR7-5_HERVH-5_int-5
ERV_1879800,ERV_1879800_LTR7_HERVH_int
Clade_2413,LTR7-4_HERVH-4_int-4
ERV_4157311,ERV_4157311_LTR7_HERVH_int
Clade_2414,LTR7-3_HERVH-3_int-3
ERV_2897467,ERV_2897467_LTR7_HERVH_int
Clade_2415,LTR7-2_HERVH-2_int-2
ERV_4143281,ERV_4143281_LTR7_HERVH_int
ERV_4049162,ERV_4049162_LTR7_HERVH_int
Clade_2416,LTR7-40_HERVH-84_int-85_LTR7B-11_LTR7C-25_LTR7Y-3_HERVL-1_MLT2A2-1
Clade_2417,LTR7-10_HERVH-13_int-13_LTR7B-2
ERV_2693392,ERV_2693392_LTR7_HERVH_int
Clade_2418,LTR7-9_HERVH-12_int-12_LTR7B-2
Clade_2419,LTR7-7_HERVH-10_int-10_LTR7B-2
Clade_2420,LTR7-4_HERVH-5_int-5_LTR7B-1
ERV_2038476,ERV_2038476_LTR7_HERVH_int
Clade_2421,LTR7-3_HERVH-4_int-4_LTR7B-1
Clade_2422,LTR7-1_HERVH-2_int-2_LTR7B-1
ERV_2997777,ERV_2997777_LTR7_HERVH_int
ERV_2544411,ERV_2544411_HERVH_int_LTR7B
Clade_2423,LTR7-2_HERVH-2_int-2
ERV_4367630,ERV_4367630_LTR7_HERVH_int
ERV_3268492,ERV_3268492_LTR7_HERVH_int
Clade_2424,HERVH-5_int-5_LTR7B-1_LTR7-3
ERV_4256040,ERV_4256040_HERVH_int_LTR7B
Clade_2425,LTR7-3_HERVH-4_int-4
ERV_3187336,ERV_3187336_LTR7_HERVH_int
Clade_2426,LTR7-2_HERVH-3_int-3
ERV_3228808,ERV_3228808_HERVH_int
Clade_2427,LTR7-2_HERVH-2_int-2
ERV_3726386,ERV_3726386_LTR7_HERVH_int
ERV_2751186,ERV_2751186_LTR7_HERVH_int
Clade_2428,LTR7-2_HERVH-2_int-2
ERV_3088356,ERV_3088356_LTR7_HERVH_int
ERV_1747408,ERV_1747408_LTR7_HERVH_int
Clade_2429,HERVH-71_int-72_LTR7B-9_LTR7C-25_LTR7-30_LTR7Y-3_HERVL-1_MLT2A2-1
Clade_2430,HERVH-50_int-51_LTR7B-9_LTR7C-25_LTR7-10_LTR7Y-2_HERVL-1_MLT2A2-1
Clade_2431,HERVH-36_int-36_LTR7B-9_LTR7C-18_LTR7-4_LTR7Y-2
Clade_2432,HERVH-28_int-28_LTR7B-9_LTR7C-17_LTR7-1_LTR7Y-2
Clade_2433,HERVH-25_int-25_LTR7B-9_LTR7C-14_LTR7-1_LTR7Y-2
Clade_2434,HERVH-18_int-18_LTR7B-3_LTR7C-13_LTR7-1
Clade_2435,HERVH-3_int-3_LTR7B-3
ERV_2373218,ERV_2373218_HERVH_int_LTR7B
Clade_2436,HERVH-2_int-2_LTR7B-2
ERV_1802130,ERV_1802130_HERVH_int_LTR7B
ERV_2818766,ERV_2818766_HERVH_int_LTR7B
Clade_2437,LTR7C-13_HERVH-15_int-15_LTR7-1
ERV_3608373,ERV_3608373_LTR7C_HERVH_int
Clade_2438,LTR7C-12_HERVH-14_int-14_LTR7-1
ERV_4009157,ERV_4009157_LTR7C_HERVH_int
Clade_2439,HERVH-13_int-13_LTR7C-11_LTR7-1
ERV_2694919,ERV_2694919_LTR7C_HERVH_int
Clade_2440,HERVH-12_int-12_LTR7C-10_LTR7-1
Clade_2441,HERVH-6_int-6_LTR7C-4_LTR7-1
ERV_1597742,ERV_1597742_LTR7C_HERVH_int
Clade_2442,HERVH-5_int-5_LTR7C-3_LTR7-1
Clade_2443,HERVH-2_int-2_LTR7C-1
ERV_1597745,ERV_1597745_HERVH_int
ERV_3862325,ERV_3862325_LTR7C_HERVH_int
Clade_2444,LTR7-1_HERVH-3_int-3_LTR7C-2
ERV_3331172,ERV_3331172_LTR7_HERVH_int
Clade_2445,LTR7C-2_HERVH-2_int-2
ERV_2173129,ERV_2173129_LTR7C_HERVH_int
ERV_1989054,ERV_1989054_LTR7C_HERVH_int
Clade_2446,LTR7C-6_HERVH-6_int-6
Clade_2447,LTR7C-2_HERVH-2_int-2
ERV_4411158,ERV_4411158_LTR7C_HERVH_int
ERV_3649830,ERV_3649830_LTR7C_HERVH_int
Clade_2448,LTR7C-4_HERVH-4_int-4
ERV_1803091,ERV_1803091_LTR7C_HERVH_int
Clade_2449,LTR7C-3_HERVH-3_int-3
ERV_1815557,ERV_1815557_LTR7C_HERVH_int
Clade_2450,LTR7C-2_HERVH-2_int-2
ERV_2707035,ERV_2707035_LTR7C_HERVH_int
ERV_3687521,ERV_3687521_LTR7C_HERVH_int
Clade_2451,LTR7C-1_HERVH-7_int-7_LTR7B-6_LTR7Y-2
ERV_2715987,ERV_2715987_LTR7C_HERVH_int
Clade_2452,HERVH-6_int-6_LTR7B-6_LTR7Y-2
ERV_1868968,ERV_1868968_HERVH_int_LTR7B
Clade_2453,HERVH-5_int-5_LTR7B-5_LTR7Y-2
ERV_1807351,ERV_1807351_HERVH_int_LTR7B
Clade_2454,HERVH-4_int-4_LTR7B-4_LTR7Y-2
Clade_2455,HERVH-2_int-2_LTR7B-2
ERV_4367799,ERV_4367799_HERVH_int_LTR7B
ERV_2901225,ERV_2901225_HERVH_int_LTR7B
Clade_2456,HERVH-2_int-2_LTR7Y-2_LTR7B-2
ERV_2575997,ERV_2575997_HERVH_int_LTR7Y_LTR7B
ERV_3156169,ERV_3156169_LTR7Y_HERVH_int_LTR7B
Clade_2457,LTR7C-3_HERVH-3_int-3
ERV_1880196,ERV_1880196_LTR7C_HERVH_int
Clade_2458,LTR7C-2_HERVH-2_int-2
ERV_4368492,ERV_4368492_LTR7C_HERVH_int
ERV_3228350,ERV_3228350_LTR7C_HERVH_int
Clade_2459,LTR7-3_HERVH-8_int-8_LTR7C-1
Clade_2460,LTR7-1_HERVH-3_int-3
ERV_2481490,ERV_2481490_LTR7_HERVH_int
Clade_2461,HERVH-2_int-2
ERV_2945894,ERV_2945894_HERVH_int
ERV_2847940,ERV_2847940_HERVH_int
Clade_2462,LTR7-2_HERVH-5_int-5_LTR7C-1
ERV_3800507,ERV_3800507_LTR7_HERVH_int
Clade_2463,HERVH-4_int-4_LTR7-1_LTR7C-1
Clade_2464,HERVH-2_int-2_LTR7-1
ERV_2038477,ERV_2038477_HERVH_int
ERV_4429442,ERV_4429442_LTR7_HERVH_int
Clade_2465,HERVH-2_int-2_LTR7C-1
ERV_1757211,ERV_1757211_HERVH_int
ERV_3642501,ERV_3642501_LTR7C_HERVH_int
Clade_2466,LTR7-6_HERVH-14_int-15_LTR7C-7_HERVL-1_MLT2A2-1
Clade_2467,LTR7-5_HERVH-12_int-12_LTR7C-7
Clade_2468,LTR7-5_HERVH-10_int-10_LTR7C-5
ERV_1210135,ERV_1210135_LTR7_HERVH_int
Clade_2469,LTR7C-5_HERVH-9_int-9_LTR7-4
Clade_2470,LTR7C-1_HERVH-5_int-5_LTR7-3
Clade_2471,LTR7C-1_HERVH-3_int-3_LTR7-1
ERV_1822463,ERV_1822463_LTR7C_HERVH_int
Clade_2472,HERVH-2_int-2_LTR7-1
ERV_2694888,ERV_2694888_HERVH_int
ERV_2092271,ERV_2092271_LTR7_HERVH_int
Clade_2473,LTR7-2_HERVH-2_int-2
ERV_2261747,ERV_2261747_LTR7_HERVH_int
ERV_1239394,ERV_1239394_LTR7_HERVH_int
Clade_2474,LTR7C-4_HERVH-4_int-4_LTR7-1
ERV_3130513,ERV_3130513_LTR7C_HERVH_int
Clade_2475,LTR7C-3_HERVH-3_int-3_LTR7-1
ERV_2564188,ERV_2564188_LTR7C_LTR7_HERVH_int
Clade_2476,LTR7C-2_HERVH-2_int-2
ERV_1823776,ERV_1823776_LTR7C_HERVH_int
