clade_or_herv,elements_within_herv_or_clade
Clade_2051,HERVL-2_int-2_MLT2A1-2
ERV_3463712,ERV_3463712_HERVL_int_MLT2A1
ERV_2761607,ERV_2761607_MLT2A1_HERVL_int
Clade_2052,MLT2A1-2_HERVL-2_int-2
ERV_3010797,ERV_3010797_MLT2A1_HERVL_int
ERV_3224702,ERV_3224702_MLT2A1_HERVL_int
Clade_2053,MLT2A1-46_HERVL-50_int-52_MLT2A2-4_ERVL-2_E-1_B4-1
Clade_2054,MLT2A1-3_HERVL-5_int-5_MLT2A2-1
Clade_2055,MLT2A1-2_HERVL-3_int-3_MLT2A2-1
ERV_1238511,ERV_1238511_MLT2A1_HERVL_int
Clade_2056,HERVL-2_int-2_MLT2A1-1_MLT2A2-1
ERV_2659134,ERV_2659134_HERVL_int_MLT2A1
ERV_4409130,ERV_4409130_HERVL_int_MLT2A2
Clade_2057,HERVL-2_int-2_MLT2A1-1
ERV_1995897,ERV_1995897_HERVL_int
ERV_3440217,ERV_3440217_MLT2A1_HERVL_int
Clade_2058,MLT2A1-43_HERVL-45_int-47_MLT2A2-3_ERVL-2_E-1_B4-1
Clade_2059,MLT2A1-27_HERVL-28_int-30_MLT2A2-1_ERVL-2_E-1_B4-1
Clade_2060,MLT2A1-25_HERVL-26_int-28_MLT2A2-1_ERVL-2_E-1_B4-1
Clade_2061,MLT2A1-19_HERVL-19_int-19_MLT2A2-1
Clade_2062,MLT2A1-7_HERVL-7_int-7
Clade_2063,MLT2A1-4_HERVL-4_int-4
Clade_2064,MLT2A1-2_HERVL-2_int-2
ERV_3125714,ERV_3125714_MLT2A1_HERVL_int
ERV_4250302,ERV_4250302_MLT2A1_HERVL_int
Clade_2065,MLT2A1-2_HERVL-2_int-2
ERV_3153202,ERV_3153202_MLT2A1_HERVL_int
ERV_4371816,ERV_4371816_MLT2A1_HERVL_int
Clade_2066,MLT2A1-3_HERVL-3_int-3
ERV_3651472,ERV_3651472_MLT2A1_HERVL_int
Clade_2067,MLT2A1-2_HERVL-2_int-2
ERV_3060208,ERV_3060208_MLT2A1_HERVL_int
ERV_3500073,ERV_3500073_MLT2A1_HERVL_int
Clade_2068,HERVL-12_int-12_MLT2A1-12_MLT2A2-1
ERV_4395697,ERV_4395697_HERVL_int_MLT2A1_MLT2A2
Clade_2069,HERVL-11_int-11_MLT2A1-11
Clade_2070,HERVL-9_int-9_MLT2A1-9
Clade_2071,HERVL-4_int-4_MLT2A1-4
Clade_2072,HERVL-2_int-2_MLT2A1-2
ERV_3632709,ERV_3632709_HERVL_int_MLT2A1
ERV_2193037,ERV_2193037_MLT2A1_HERVL_int
Clade_2073,MLT2A1-2_HERVL-2_int-2
ERV_2203989,ERV_2203989_MLT2A1_HERVL_int
ERV_3008048,ERV_3008048_MLT2A1_HERVL_int
Clade_2074,MLT2A1-5_HERVL-5_int-5
Clade_2075,MLT2A1-2_HERVL-2_int-2
ERV_4251547,ERV_4251547_MLT2A1_HERVL_int
ERV_1576641,ERV_1576641_MLT2A1_HERVL_int
Clade_2076,MLT2A1-3_HERVL-3_int-3
ERV_4268958,ERV_4268958_MLT2A1_HERVL_int
Clade_2077,MLT2A1-2_HERVL-2_int-2
ERV_4265901,ERV_4265901_MLT2A1_HERVL_int
ERV_4365151,ERV_4365151_MLT2A1_HERVL_int
Clade_2078,MLT2A1-2_HERVL-2_int-2
ERV_1759294,ERV_1759294_MLT2A1_HERVL_int
ERV_1697111,ERV_1697111_MLT2A1_HERVL_int
Clade_2079,MLT2A1-6_HERVL-7_int-9_ERVL-2_E-1_B4-1
Clade_2080,MLT2A1-3_HERVL-4_int-5_ERVL-1_E-1
Clade_2081,MLT2A1-2_HERVL-2_int-2
ERV_2534104,ERV_2534104_MLT2A1_HERVL_int
ERV_4298411,ERV_4298411_MLT2A1_HERVL_int
Clade_2082,HERVL-2_int-3_MLT2A1-1_ERVL-1_E-1
ERV_2247089,ERV_2247089_HERVL_int
Clade_2083,MLT2A1-1_HERVL-1_int-2_ERVL-1_E-1
ERV_3481411,ERV_3481411_MLT2A1_HERVL_int
ERV_1118228,ERV_1118228_ERVL_E_int
Clade_2084,MLT2A1-3_HERVL-3_int-4_ERVL-1_B4-1
Clade_2085,MLT2A1-1_HERVL-1_int-2_ERVL-1_B4-1
ERV_2495614,ERV_2495614_MLT2A1_HERVL_int
ERV_2052439,ERV_2052439_ERVL_B4_int
Clade_2086,MLT2A1-2_HERVL-2_int-2
ERV_3073546,ERV_3073546_MLT2A1_HERVL_int
ERV_3324830,ERV_3324830_HERVL_int_MLT2A1
Clade_2087,MLT2A1-2_HERVL-2_int-2
ERV_3987086,ERV_3987086_MLT2A1_HERVL_int
ERV_1753220,ERV_1753220_MLT2A1_HERVL_int
Clade_2088,HERVL-17_int-17_MLT2A1-16_MLT2A2-2
Clade_2089,HERVL-12_int-12_MLT2A1-11_MLT2A2-2
Clade_2090,HERVL-5_int-5_MLT2A1-4_MLT2A2-1
Clade_2091,HERVL-3_int-3_MLT2A1-2_MLT2A2-1
ERV_2378921,ERV_2378921_HERVL_int_MLT2A1
Clade_2092,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_2120235,ERV_2120235_HERVL_int_MLT2A2
ERV_2405689,ERV_2405689_MLT2A1_HERVL_int
Clade_2093,MLT2A1-2_HERVL-2_int-2
ERV_1128626,ERV_1128626_MLT2A1_HERVL_int
ERV_3108683,ERV_3108683_MLT2A1_HERVL_int
Clade_2094,MLT2A1-7_HERVL-7_int-7_MLT2A2-1
ERV_1245254,ERV_1245254_MLT2A1_HERVL_int
Clade_2095,MLT2A1-6_HERVL-6_int-6_MLT2A2-1
Clade_2096,MLT2A1-2_HERVL-2_int-2
ERV_4384978,ERV_4384978_MLT2A1_HERVL_int
ERV_2666177,ERV_2666177_MLT2A1_HERVL_int
Clade_2097,MLT2A1-4_HERVL-4_int-4_MLT2A2-1
Clade_2098,MLT2A1-2_HERVL-2_int-2_MLT2A2-1
ERV_2829321,ERV_2829321_MLT2A1_HERVL_int
ERV_3531513,ERV_3531513_MLT2A1_HERVL_int_MLT2A2
Clade_2099,MLT2A1-2_HERVL-2_int-2
ERV_3383957,ERV_3383957_MLT2A1_HERVL_int
ERV_2178767,ERV_2178767_MLT2A1_HERVL_int
Clade_2100,MLT2A1-5_HERVL-5_int-5
Clade_2101,MLT2A1-2_HERVL-2_int-2
ERV_4204704,ERV_4204704_MLT2A1_HERVL_int
ERV_4329444,ERV_4329444_MLT2A1_HERVL_int
Clade_2102,MLT2A1-3_HERVL-3_int-3
ERV_2090115,ERV_2090115_MLT2A1_HERVL_int
Clade_2103,MLT2A1-2_HERVL-2_int-2
ERV_1238183,ERV_1238183_MLT2A1_HERVL_int
ERV_2510953,ERV_2510953_MLT2A1_HERVL_int
Clade_2104,MLT2A1-17_HERVL-17_int-17_MLT2A2-1
Clade_2105,MLT2A1-8_HERVL-8_int-8
Clade_2106,MLT2A1-4_HERVL-4_int-4
Clade_2107,MLT2A1-2_HERVL-2_int-2
ERV_4406309,ERV_4406309_MLT2A1_HERVL_int
ERV_3515069,ERV_3515069_MLT2A1_HERVL_int
Clade_2108,MLT2A1-2_HERVL-2_int-2
ERV_2028831,ERV_2028831_MLT2A1_HERVL_int
ERV_3984158,ERV_3984158_MLT2A1_HERVL_int
Clade_2109,MLT2A1-4_HERVL-4_int-4
Clade_2110,MLT2A1-2_HERVL-2_int-2
ERV_3236416,ERV_3236416_MLT2A1_HERVL_int
ERV_3100101,ERV_3100101_HERVL_int_MLT2A1
Clade_2111,MLT2A1-2_HERVL-2_int-2
ERV_3886115,ERV_3886115_MLT2A1_HERVL_int
ERV_1031316,ERV_1031316_MLT2A1_HERVL_int
Clade_2112,MLT2A1-9_HERVL-9_int-9_MLT2A2-1
Clade_2113,MLT2A1-7_HERVL-7_int-7_MLT2A2-1
Clade_2114,MLT2A1-4_HERVL-4_int-4
Clade_2115,MLT2A1-2_HERVL-2_int-2
ERV_2462905,ERV_2462905_MLT2A1_HERVL_int
ERV_3078453,ERV_3078453_MLT2A1_HERVL_int
Clade_2116,MLT2A1-2_HERVL-2_int-2
ERV_2683046,ERV_2683046_MLT2A1_HERVL_int
ERV_2911404,ERV_2911404_MLT2A1_HERVL_int
Clade_2117,MLT2A1-3_HERVL-3_int-3_MLT2A2-1
ERV_3466156,ERV_3466156_MLT2A1_HERVL_int_MLT2A2
Clade_2118,MLT2A1-2_HERVL-2_int-2
ERV_2167900,ERV_2167900_MLT2A1_HERVL_int
ERV_4260039,ERV_4260039_MLT2A1_HERVL_int
Clade_2119,MLT2A1-2_HERVL-2_int-2
ERV_2242251,ERV_2242251_MLT2A1_HERVL_int
ERV_2590768,ERV_2590768_MLT2A1_HERVL_int
Clade_2120,HERVL-3_int-3_MLT2A1-2_MLT2A2-2
ERV_1720345,ERV_1720345_MLT2A1_HERVL_int
Clade_2121,HERVL-2_int-2_MLT2A1-1_MLT2A2-2
ERV_3207102,ERV_3207102_HERVL_int_MLT2A1_MLT2A2
ERV_2017260,ERV_2017260_HERVL_int_MLT2A2
Clade_2122,MLT2A1-2_HERVL-3_int-3_MLT2A2-1
ERV_3227580,ERV_3227580_MLT2A1_HERVL_int
Clade_2123,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_2229697,ERV_2229697_HERVL_int_MLT2A2
ERV_2981804,ERV_2981804_HERVL_int_MLT2A1
Clade_2124,MLT2A1-16_HERVL-25_int-27_MLT2B1-1_ERVL-1_B4-1_HERVK22-1_MLT2A2-8
Clade_2125,MLT2A1-5_HERVL-5_int-7_MLT2B1-1_ERVL-1_B4-1_HERVK22-1
Clade_2126,MLT2A1-1_HERVL-1_int-2_MLT2B1-1_ERVL-1_B4-1
ERV_3083356,ERV_3083356_MLT2A1_HERVL_int
ERV_4136279,ERV_4136279_MLT2B1_ERVL_B4_int
Clade_2127,MLT2A1-4_HERVL-4_int-5_HERVK22-1
ERV_4266238,ERV_4266238_MLT2A1_HERVL_int
Clade_2128,HERVL-3_int-4_MLT2A1-3_HERVK22-1
ERV_2869786,ERV_2869786_MLT2A1_HERVL_int
Clade_2129,HERVL-2_int-3_MLT2A1-2_HERVK22-1
ERV_3727690,ERV_3727690_HERVL_int_MLT2A1
Clade_2130,HERVL-1_int-2_MLT2A1-1_HERVK22-1
ERV_2126588,ERV_2126588_HERVL_int_MLT2A1
ERV_2224568,ERV_2224568_HERVK22_int
Clade_2131,MLT2A1-11_HERVL-20_int-20_MLT2A2-8
Clade_2132,MLT2A1-8_HERVL-17_int-17_MLT2A2-8
Clade_2133,MLT2A1-2_HERVL-3_int-3
ERV_3389869,ERV_3389869_MLT2A1_HERVL_int
Clade_2134,MLT2A1-1_HERVL-2_int-2
ERV_2883984,ERV_2883984_MLT2A1_HERVL_int
ERV_3136848,ERV_3136848_HERVL_int
Clade_2135,HERVL-14_int-14_MLT2A1-6_MLT2A2-8
Clade_2136,HERVL-3_int-3_MLT2A1-2
ERV_3771731,ERV_3771731_HERVL_int
Clade_2137,HERVL-2_int-2_MLT2A1-2
ERV_3974842,ERV_3974842_HERVL_int_MLT2A1
ERV_2354192,ERV_2354192_HERVL_int_MLT2A1
Clade_2138,HERVL-11_int-11_MLT2A2-8_MLT2A1-4
Clade_2139,HERVL-9_int-9_MLT2A2-7_MLT2A1-2
Clade_2140,HERVL-7_int-7_MLT2A2-5_MLT2A1-2
ERV_3998345,ERV_3998345_HERVL_int_MLT2A2
Clade_2141,HERVL-6_int-6_MLT2A2-4_MLT2A1-2
Clade_2142,HERVL-4_int-4_MLT2A2-4_MLT2A1-1
Clade_2143,HERVL-2_int-2_MLT2A2-2
ERV_4249040,ERV_4249040_HERVL_int_MLT2A2
ERV_1051665,ERV_1051665_HERVL_int_MLT2A2
Clade_2144,MLT2A1-1_HERVL-2_int-2_MLT2A2-2
ERV_2618005,ERV_2618005_MLT2A1_HERVL_int_MLT2A2
ERV_3479051,ERV_3479051_HERVL_int_MLT2A2
Clade_2145,MLT2A1-1_HERVL-2_int-2
ERV_2765625,ERV_2765625_MLT2A1_HERVL_int
ERV_1532606,ERV_1532606_HERVL_int
Clade_2146,HERVL-2_int-2_MLT2A2-2
ERV_3406645,ERV_3406645_HERVL_int_MLT2A2
ERV_3406701,ERV_3406701_HERVL_int_MLT2A2
Clade_2147,HERVL-2_int-2_MLT2A1-2_MLT2A2-1
ERV_2953838,ERV_2953838_HERVL_int_MLT2A1_MLT2A2
ERV_2918016,ERV_2918016_MLT2A1_HERVL_int
Clade_2148,MLT2A1-3_HERVL-3_int-3
ERV_1237083,ERV_1237083_MLT2A1_HERVL_int
Clade_2149,MLT2A1-2_HERVL-2_int-2
ERV_3021252,ERV_3021252_MLT2A1_HERVL_int
ERV_3949824,ERV_3949824_MLT2A1_HERVL_int
Clade_2150,HERVL-42_int-42_MLT2A2-35_MLT2A1-7
Clade_2151,HERVL-26_int-26_MLT2A2-22_MLT2A1-3
Clade_2152,HERVL-20_int-20_MLT2A2-16_MLT2A1-2
Clade_2153,HERVL-2_int-2_MLT2A2-2
ERV_3005596,ERV_3005596_HERVL_int_MLT2A2
ERV_3373728,ERV_3373728_HERVL_int_MLT2A2
Clade_2154,HERVL-18_int-18_MLT2A2-14_MLT2A1-2
Clade_2155,HERVL-12_int-12_MLT2A2-9_MLT2A1-2
Clade_2156,HERVL-4_int-4_MLT2A2-4
Clade_2157,HERVL-2_int-2_MLT2A2-2
ERV_1449741,ERV_1449741_HERVL_int_MLT2A2
ERV_1148666,ERV_1148666_HERVL_int_MLT2A2
Clade_2158,HERVL-2_int-2_MLT2A2-2
ERV_2829163,ERV_2829163_HERVL_int_MLT2A2
ERV_3664173,ERV_3664173_HERVL_int_MLT2A2
Clade_2159,HERVL-8_int-8_MLT2A2-5_MLT2A1-2
Clade_2160,HERVL-3_int-3_MLT2A2-2
ERV_3727289,ERV_3727289_HERVL_int_MLT2A2
Clade_2161,HERVL-2_int-2_MLT2A2-1
ERV_3563873,ERV_3563873_HERVL_int_MLT2A2
ERV_3263739,ERV_3263739_HERVL_int
Clade_2162,HERVL-5_int-5_MLT2A1-2_MLT2A2-3
Clade_2163,HERVL-3_int-3_MLT2A1-2_MLT2A2-1
ERV_4436885,ERV_4436885_HERVL_int
Clade_2164,MLT2A1-2_HERVL-2_int-2_MLT2A2-1
ERV_3763168,ERV_3763168_MLT2A1_HERVL_int_MLT2A2
ERV_3495361,ERV_3495361_MLT2A1_HERVL_int
Clade_2165,HERVL-2_int-2_MLT2A2-2
ERV_3111110,ERV_3111110_HERVL_int_MLT2A2
ERV_2027453,ERV_2027453_HERVL_int_MLT2A2
Clade_2166,HERVL-6_int-6_MLT2A2-5
ERV_3362041,ERV_3362041_HERVL_int_MLT2A2
Clade_2167,HERVL-5_int-5_MLT2A2-4
Clade_2168,HERVL-2_int-2_MLT2A2-2
ERV_3281961,ERV_3281961_HERVL_int_MLT2A2
ERV_3264652,ERV_3264652_HERVL_int_MLT2A2
Clade_2169,HERVL-3_int-3_MLT2A2-2
ERV_4310918,ERV_4310918_HERVL_int
Clade_2170,HERVL-2_int-2_MLT2A2-2
ERV_2840952,ERV_2840952_HERVL_int_MLT2A2
ERV_3769794,ERV_3769794_HERVL_int_MLT2A2
Clade_2171,HERVL-6_int-6_MLT2A2-6_MLT2A1-1
Clade_2172,HERVL-4_int-4_MLT2A2-4_MLT2A1-1
Clade_2173,HERVL-2_int-2_MLT2A2-2_MLT2A1-1
ERV_3472163,ERV_3472163_HERVL_int_MLT2A2
ERV_3499144,ERV_3499144_HERVL_int_MLT2A1_MLT2A2
Clade_2174,HERVL-2_int-2_MLT2A2-2
ERV_4029004,ERV_4029004_HERVL_int_MLT2A2
ERV_2967089,ERV_2967089_HERVL_int_MLT2A2
Clade_2175,HERVL-2_int-2_MLT2A2-2
ERV_2920963,ERV_2920963_HERVL_int_MLT2A2
ERV_3866956,ERV_3866956_HERVL_int_MLT2A2
Clade_2176,HERVL-16_int-16_MLT2A2-13_MLT2A1-4
Clade_2177,HERVL-10_int-10_MLT2A2-8_MLT2A1-3
Clade_2178,HERVL-7_int-7_MLT2A2-5_MLT2A1-3
ERV_3676645,ERV_3676645_HERVL_int_MLT2A2
Clade_2179,HERVL-6_int-6_MLT2A2-4_MLT2A1-3
Clade_2180,HERVL-2_int-2_MLT2A2-2_MLT2A1-1
ERV_2731182,ERV_2731182_HERVL_int_MLT2A2
ERV_4261883,ERV_4261883_HERVL_int_MLT2A1_MLT2A2
Clade_2181,MLT2A1-2_HERVL-4_int-4_MLT2A2-2
Clade_2182,MLT2A1-1_HERVL-2_int-2_MLT2A2-1
ERV_3956315,ERV_3956315_MLT2A1_HERVL_int
ERV_1190085,ERV_1190085_HERVL_int_MLT2A2
Clade_2183,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_4403909,ERV_4403909_HERVL_int_MLT2A2
ERV_3396036,ERV_3396036_MLT2A1_HERVL_int
Clade_2184,HERVL-3_int-3_MLT2A2-3
ERV_1539151,ERV_1539151_HERVL_int_MLT2A2
Clade_2185,HERVL-2_int-2_MLT2A2-2
ERV_3004198,ERV_3004198_HERVL_int_MLT2A2
ERV_3359229,ERV_3359229_HERVL_int_MLT2A2
Clade_2186,HERVL-6_int-6_MLT2A2-5_MLT2A1-1
Clade_2187,HERVL-4_int-4_MLT2A2-4
Clade_2188,HERVL-2_int-2_MLT2A2-2
ERV_4156998,ERV_4156998_HERVL_int_MLT2A2
ERV_1959854,ERV_1959854_HERVL_int_MLT2A2
Clade_2189,HERVL-2_int-2_MLT2A2-2
ERV_2150012,ERV_2150012_HERVL_int_MLT2A2
ERV_2226348,ERV_2226348_HERVL_int_MLT2A2
Clade_2190,MLT2A1-1_HERVL-2_int-2_MLT2A2-1
ERV_1118120,ERV_1118120_MLT2A1_HERVL_int
ERV_1911515,ERV_1911515_HERVL_int_MLT2A2
Clade_2191,HERVL-26_int-26_MLT2A2-11_MLT2A1-16
Clade_2192,HERVL-4_int-4_MLT2A2-1_MLT2A1-2
Clade_2193,HERVL-2_int-2_MLT2A2-1
ERV_2920873,ERV_2920873_HERVL_int_MLT2A2
ERV_4266879,ERV_4266879_HERVL_int
Clade_2194,MLT2A1-2_HERVL-2_int-2
ERV_4259318,ERV_4259318_MLT2A1_HERVL_int
ERV_3261222,ERV_3261222_MLT2A1_HERVL_int
Clade_2195,HERVL-22_int-22_MLT2A2-10_MLT2A1-14
ERV_4360216,ERV_4360216_MLT2A1_HERVL_int
Clade_2196,HERVL-21_int-21_MLT2A2-10_MLT2A1-13
Clade_2197,HERVL-12_int-12_MLT2A2-7_MLT2A1-7
Clade_2198,HERVL-9_int-9_MLT2A2-6_MLT2A1-4
ERV_3651368,ERV_3651368_HERVL_int_MLT2A1
Clade_2199,HERVL-8_int-8_MLT2A2-6_MLT2A1-3
Clade_2200,HERVL-5_int-5_MLT2A2-5
Clade_2201,HERVL-3_int-3_MLT2A2-3
ERV_3075146,ERV_3075146_HERVL_int_MLT2A2
Clade_2202,HERVL-2_int-2_MLT2A2-2
ERV_3219471,ERV_3219471_HERVL_int_MLT2A2
ERV_2164531,ERV_2164531_HERVL_int_MLT2A2
Clade_2203,HERVL-2_int-2_MLT2A2-2
ERV_4170852,ERV_4170852_HERVL_int_MLT2A2
ERV_2911765,ERV_2911765_HERVL_int_MLT2A2
Clade_2204,MLT2A1-3_HERVL-3_int-3_MLT2A2-1
ERV_3035031,ERV_3035031_MLT2A1_HERVL_int
Clade_2205,MLT2A1-2_HERVL-2_int-2_MLT2A2-1
ERV_4417151,ERV_4417151_MLT2A1_HERVL_int
ERV_4268691,ERV_4268691_HERVL_int_MLT2A1_MLT2A2
Clade_2206,MLT2A1-3_HERVL-3_int-3_MLT2A2-1
ERV_3073712,ERV_3073712_MLT2A1_HERVL_int
Clade_2207,MLT2A1-2_HERVL-2_int-2_MLT2A2-1
ERV_1231924,ERV_1231924_MLT2A1_HERVL_int
ERV_1096518,ERV_1096518_HERVL_int_MLT2A1_MLT2A2
Clade_2208,MLT2A1-6_HERVL-9_int-9_MLT2A2-3
ERV_4363107,ERV_4363107_MLT2A1_HERVL_int
Clade_2209,HERVL-8_int-8_MLT2A2-3_MLT2A1-5
Clade_2210,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_3845079,ERV_3845079_HERVL_int_MLT2A2
ERV_2865597,ERV_2865597_MLT2A1_HERVL_int
Clade_2211,MLT2A1-4_HERVL-6_int-6_MLT2A2-2
ERV_2752720,ERV_2752720_MLT2A1_HERVL_int_MLT2A2
Clade_2212,MLT2A1-3_HERVL-5_int-5_MLT2A2-1
Clade_2213,MLT2A1-2_HERVL-3_int-3_MLT2A2-1
ERV_2466648,ERV_2466648_MLT2A1_HERVL_int
Clade_2214,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_2007355,ERV_2007355_HERVL_int_MLT2A2
ERV_2735764,ERV_2735764_HERVL_int_MLT2A1
Clade_2215,HERVL-2_int-2_MLT2A1-1
ERV_3825212,ERV_3825212_HERVL_int
ERV_3941621,ERV_3941621_MLT2A1_HERVL_int
Clade_2216,MLT2A1-22_HERVL-22_int-22
Clade_2217,MLT2A1-19_HERVL-19_int-19
Clade_2218,MLT2A1-3_HERVL-3_int-3
ERV_1740734,ERV_1740734_MLT2A1_HERVL_int
Clade_2219,MLT2A1-2_HERVL-2_int-2
ERV_2387760,ERV_2387760_MLT2A1_HERVL_int
ERV_2587430,ERV_2587430_HERVL_int_MLT2A1
Clade_2220,MLT2A1-16_HERVL-16_int-16
Clade_2221,MLT2A1-7_HERVL-7_int-7
Clade_2222,MLT2A1-3_HERVL-3_int-3
ERV_4294524,ERV_4294524_HERVL_int_MLT2A1
Clade_2223,MLT2A1-2_HERVL-2_int-2
ERV_2191348,ERV_2191348_MLT2A1_HERVL_int
ERV_3972639,ERV_3972639_MLT2A1_HERVL_int
Clade_2224,HERVL-4_int-4_MLT2A1-4
ERV_3432391,ERV_3432391_HERVL_int_MLT2A1
Clade_2225,HERVL-3_int-3_MLT2A1-3
ERV_3219077,ERV_3219077_HERVL_int_MLT2A1
Clade_2226,HERVL-2_int-2_MLT2A1-2
ERV_3578897,ERV_3578897_HERVL_int_MLT2A1
ERV_3413286,ERV_3413286_HERVL_int_MLT2A1
Clade_2227,MLT2A1-9_HERVL-9_int-9
Clade_2228,MLT2A1-7_HERVL-7_int-7
Clade_2229,MLT2A1-3_HERVL-3_int-3
ERV_2928621,ERV_2928621_MLT2A1_HERVL_int
Clade_2230,MLT2A1-2_HERVL-2_int-2
ERV_3517172,ERV_3517172_MLT2A1_HERVL_int
ERV_1135777,ERV_1135777_MLT2A1_HERVL_int
Clade_2231,MLT2A1-4_HERVL-4_int-4
Clade_2232,MLT2A1-2_HERVL-2_int-2
ERV_1219236,ERV_1219236_MLT2A1_HERVL_int
ERV_2873857,ERV_2873857_MLT2A1_HERVL_int
Clade_2233,MLT2A1-2_HERVL-2_int-2
ERV_3215396,ERV_3215396_MLT2A1_HERVL_int
ERV_3778956,ERV_3778956_MLT2A1_HERVL_int
Clade_2234,MLT2A1-2_HERVL-2_int-2
ERV_2227606,ERV_2227606_MLT2A1_HERVL_int
ERV_1923420,ERV_1923420_HERVL_int_MLT2A1
Clade_2235,MLT2A1-3_HERVL-3_int-3
ERV_2248203,ERV_2248203_MLT2A1_HERVL_int
Clade_2236,MLT2A1-2_HERVL-2_int-2
ERV_3021338,ERV_3021338_MLT2A1_HERVL_int
ERV_2975274,ERV_2975274_MLT2A1_HERVL_int
Clade_2237,MLT2A1-6_HERVL-12_int-13_ERVL-1_MLT2A2-2
Clade_2238,MLT2A1-4_HERVL-10_int-11_ERVL-1_MLT2A2-2
Clade_2239,MLT2A1-1_HERVL-2_int-3_ERVL-1
ERV_2664397,ERV_2664397_MLT2A1_HERVL_int
Clade_2240,HERVL-1_int-2_ERVL-1
ERV_3525155,ERV_3525155_HERVL_int
ERV_1156233,ERV_1156233_ERVL_int
Clade_2241,HERVL-8_int-8_MLT2A1-3_MLT2A2-2
Clade_2242,HERVL-6_int-6_MLT2A1-3_MLT2A2-1
ERV_4270829,ERV_4270829_HERVL_int_MLT2A2
Clade_2243,HERVL-5_int-5_MLT2A1-3
ERV_3929178,ERV_3929178_HERVL_int
Clade_2244,MLT2A1-3_HERVL-4_int-4
Clade_2245,MLT2A1-2_HERVL-2_int-2
ERV_2965097,ERV_2965097_MLT2A1_HERVL_int
ERV_2723075,ERV_2723075_MLT2A1_HERVL_int
Clade_2246,HERVL-2_int-2_MLT2A1-1
ERV_1779832,ERV_1779832_HERVL_int
ERV_2984255,ERV_2984255_MLT2A1_HERVL_int
Clade_2247,HERVL-2_int-2_MLT2A2-1
ERV_2678448,ERV_2678448_HERVL_int
ERV_2577517,ERV_2577517_HERVL_int_MLT2A2
Clade_2248,MLT2A1-2_HERVL-2_int-2
ERV_1159834,ERV_1159834_MLT2A1_HERVL_int
ERV_2507334,ERV_2507334_HERVL_int_MLT2A1
Clade_2249,HERVL-3_int-3_MLT2A2-3
ERV_2226815,ERV_2226815_HERVL_int_MLT2A2
Clade_2250,HERVL-2_int-2_MLT2A2-2
ERV_3659818,ERV_3659818_HERVL_int_MLT2A2
ERV_4293343,ERV_4293343_HERVL_int_MLT2A2
Clade_2251,HERVL-5_int-5_MLT2A2-5
Clade_2252,HERVL-3_int-3_MLT2A2-3
ERV_2167043,ERV_2167043_HERVL_int_MLT2A2
Clade_2253,HERVL-2_int-2_MLT2A2-2
ERV_1145209,ERV_1145209_HERVL_int_MLT2A2
ERV_3401418,ERV_3401418_HERVL_int_MLT2A2
Clade_2254,HERVL-2_int-2_MLT2A2-2
ERV_3971350,ERV_3971350_HERVL_int_MLT2A2
ERV_4360925,ERV_4360925_HERVL_int_MLT2A2
Clade_2255,HERVL-6_int-6_MLT2A2-5_MLT2A1-1
Clade_2256,HERVL-4_int-4_MLT2A2-3_MLT2A1-1
ERV_2975215,ERV_2975215_HERVL_int_MLT2A2
Clade_2257,HERVL-3_int-3_MLT2A2-2_MLT2A1-1
ERV_4373655,ERV_4373655_HERVL_int_MLT2A2
Clade_2258,HERVL-2_int-2_MLT2A2-1_MLT2A1-1
ERV_4114691,ERV_4114691_HERVL_int_MLT2A2
ERV_3601443,ERV_3601443_HERVL_int_MLT2A1
Clade_2259,HERVL-2_int-2_MLT2A2-2
ERV_3467097,ERV_3467097_HERVL_int_MLT2A2
ERV_3238550,ERV_3238550_HERVL_int_MLT2A2
Clade_2260,HERVL-7_int-8_MLT2A2-4_ERVL-1_MLT2A1-1
Clade_2261,HERVL-4_int-5_MLT2A2-2_ERVL-1
ERV_3209476,ERV_3209476_HERVL_int
Clade_2262,HERVL-3_int-4_MLT2A2-2_ERVL-1
ERV_2599024,ERV_2599024_HERVL_int_MLT2A2
Clade_2263,HERVL-2_int-3_MLT2A2-1_ERVL-1
ERV_4271225,ERV_4271225_HERVL_int
Clade_2264,HERVL-1_int-2_MLT2A2-1_ERVL-1
ERV_4360789,ERV_4360789_HERVL_int_MLT2A2
ERV_2644566,ERV_2644566_ERVL_int
Clade_2265,HERVL-3_int-3_MLT2A2-2_MLT2A1-1
ERV_1748442,ERV_1748442_HERVL_int_MLT2A2
Clade_2266,MLT2A1-1_HERVL-2_int-2_MLT2A2-1
ERV_3219282,ERV_3219282_MLT2A1_HERVL_int
ERV_2765324,ERV_2765324_HERVL_int_MLT2A2
Clade_2267,HERVL-4_int-4_MLT2A2-4_MLT2A1-1
Clade_2268,HERVL-2_int-2_MLT2A2-2_MLT2A1-1
ERV_3125614,ERV_3125614_HERVL_int_MLT2A2
ERV_1286138,ERV_1286138_MLT2A1_HERVL_int_MLT2A2
Clade_2269,HERVL-2_int-2_MLT2A2-2
